Project_ID,Project_Name,Region,Province,Month,Budget,Actual_Spend,KPI_Target,KPI_Actual,Participants,Satisfaction
P04075,Food Safety,Northeast,Maha Sarakham,Dec,563900,397686,100,78,1693,4.07
P04076,NCD Prevention,Northeast,Maha Sarakham,Dec,1318703,1182941,100,76,268,3.71
P04077,Health Data,Northeast,Maha Sarakham,Dec,1365769,1028745,100,67,2805,4.82
P04078,Health Promotion,Northeast,Maha Sarakham,Dec,715718,638123,100,98,2708,3.73
P04079,Policy Development,Northeast,Maha Sarakham,Dec,1539976,1153555,100,90,2326,3.94
P04080,Network Strengthening,Northeast,Maha Sarakham,Dec,1931161,1770891,100,87,2079,4.14
P04081,Community Health,Northeast,Bueng Kan,Jan,1739693,1582040,100,99,549,3.69
P04082,Elderly Care,Northeast,Bueng Kan,Jan,1885013,1633671,100,100,2912,4.46
P04083,Mental Health,Northeast,Bueng Kan,Jan,1596726,1198073,100,66,1576,4.11
P04084,Healthy School,Northeast,Bueng Kan,Jan,1763680,1433101,100,62,1916,4.77
P04085,Food Safety,Northeast,Bueng Kan,Jan,1210499,903940,100,70,1449,3.76
P04086,NCD Prevention,Northeast,Bueng Kan,Jan,562416,503930,100,97,367,4.31
P04087,Health Data,Northeast,Bueng Kan,Jan,1993733,1502575,100,71,805,4.61
P04088,Health Promotion,Northeast,Bueng Kan,Jan,1308715,1201939,100,75,2778,3.88
P04089,Policy Development,Northeast,Bueng Kan,Jan,1992160,1816305,100,92,1425,4.45
P04090,Network Strengthening,Northeast,Bueng Kan,Jan,1200059,1127322,100,88,1622,4.96
P04091,Community Health,Northeast,Bueng Kan,Feb,1518778,1249530,100,94,1317,3.5
P04092,Elderly Care,Northeast,Bueng Kan,Feb,1140527,840080,100,99,1297,4.67
P04093,Mental Health,Northeast,Bueng Kan,Feb,1392420,1068854,100,62,765,4.99
P04094,Healthy School,Northeast,Bueng Kan,Feb,920197,694305,100,68,1324,4.82
P04095,Food Safety,Northeast,Bueng Kan,Feb,1063890,971397,100,63,2306,4.78
P04096,NCD Prevention,Northeast,Bueng Kan,Feb,701424,521069,100,78,2229,3.85
P04097,Health Data,Northeast,Bueng Kan,Feb,1597940,1338668,100,94,228,4.52
P04098,Health Promotion,Northeast,Bueng Kan,Feb,899527,809490,100,97,1444,4.42
P04099,Policy Development,Northeast,Bueng Kan,Feb,941938,746588,100,74,2574,4.77
P04100,Network Strengthening,Northeast,Bueng Kan,Feb,1246244,920508,100,74,1743,4.75
P04101,Community Health,Northeast,Bueng Kan,Mar,1409193,1165509,100,70,2008,4.41
P04102,Elderly Care,Northeast,Bueng Kan,Mar,1291611,1222661,100,82,1186,4.6
P04103,Mental Health,Northeast,Bueng Kan,Mar,716911,693738,100,74,2471,4.53
P04104,Healthy School,Northeast,Bueng Kan,Mar,548559,538025,100,98,690,4.98
P04105,Food Safety,Northeast,Bueng Kan,Mar,974304,858429,100,91,823,3.94
P04106,NCD Prevention,Northeast,Bueng Kan,Mar,543558,472161,100,78,529,4.33
P04107,Health Data,Northeast,Bueng Kan,Mar,774913,610331,100,100,331,3.84
P04108,Health Promotion,Northeast,Bueng Kan,Mar,1967153,1862638,100,70,2572,3.83
P04109,Policy Development,Northeast,Bueng Kan,Mar,1957025,1454075,100,98,657,3.55
P04110,Network Strengthening,Northeast,Bueng Kan,Mar,1786521,1417797,100,69,2669,3.98
P04111,Community Health,Northeast,Bueng Kan,Apr,1719281,1505144,100,60,2619,3.63
P04112,Elderly Care,Northeast,Bueng Kan,Apr,1502703,1232857,100,84,1123,4.71
P04113,Mental Health,Northeast,Bueng Kan,Apr,1006062,767018,100,90,2118,4.41
P04114,Healthy School,Northeast,Bueng Kan,Apr,860021,857757,100,76,2639,3.79
P04115,Food Safety,Northeast,Bueng Kan,Apr,1915236,1495272,100,84,884,3.64
P04116,NCD Prevention,Northeast,Bueng Kan,Apr,1141179,1077834,100,62,746,4.84
P04117,Health Data,Northeast,Bueng Kan,Apr,1393470,1305637,100,74,1016,4.64
P04118,Health Promotion,Northeast,Bueng Kan,Apr,1809046,1539024,100,90,1689,4.55
P04119,Policy Development,Northeast,Bueng Kan,Apr,1545582,1386591,100,72,280,4.2
P04120,Network Strengthening,Northeast,Bueng Kan,Apr,1140565,1129021,100,78,1494,4.96
P04121,Community Health,Northeast,Bueng Kan,May,774262,544128,100,95,1221,4.96
P04122,Elderly Care,Northeast,Bueng Kan,May,1907640,1735556,100,66,2823,4.85
P04123,Mental Health,Northeast,Bueng Kan,May,1156445,1054156,100,98,1057,3.9
P04124,Healthy School,Northeast,Bueng Kan,May,1558948,1437088,100,82,2059,4.85
P04125,Food Safety,Northeast,Bueng Kan,May,523981,420224,100,90,200,3.96
P04126,NCD Prevention,Northeast,Bueng Kan,May,1327020,1045186,100,74,716,3.98
P04127,Health Data,Northeast,Bueng Kan,May,881951,724731,100,65,692,4.87
P04128,Health Promotion,Northeast,Bueng Kan,May,1412454,1298896,100,60,2744,4.91
P04129,Policy Development,Northeast,Bueng Kan,May,834743,687550,100,98,658,4.22
P04130,Network Strengthening,Northeast,Bueng Kan,May,1737014,1553797,100,60,1194,4.0
P04131,Community Health,Northeast,Bueng Kan,Jun,1450142,1360843,100,68,747,5.0
P04132,Elderly Care,Northeast,Bueng Kan,Jun,1774349,1754410,100,79,746,4.47
P04133,Mental Health,Northeast,Bueng Kan,Jun,1638384,1227225,100,81,2345,3.93
P04134,Healthy School,Northeast,Bueng Kan,Jun,1527500,1136144,100,68,505,3.98
P04135,Food Safety,Northeast,Bueng Kan,Jun,835670,675922,100,91,2010,4.94
P04136,NCD Prevention,Northeast,Bueng Kan,Jun,1244994,1098609,100,76,2521,4.57
P04137,Health Data,Northeast,Bueng Kan,Jun,1324413,1095500,100,75,227,4.79
P04138,Health Promotion,Northeast,Bueng Kan,Jun,1802841,1487680,100,74,941,4.81
P04139,Policy Development,Northeast,Bueng Kan,Jun,830695,670945,100,91,1329,4.2
P04140,Network Strengthening,Northeast,Bueng Kan,Jun,1676556,1231465,100,100,1884,3.88
P04141,Community Health,Northeast,Bueng Kan,Jul,664278,487151,100,93,2900,4.36
P04142,Elderly Care,Northeast,Bueng Kan,Jul,698366,625056,100,67,1750,3.72
P04143,Mental Health,Northeast,Bueng Kan,Jul,1091318,834365,100,98,2626,4.12
P04144,Healthy School,Northeast,Bueng Kan,Jul,1558218,1165247,100,82,382,3.65
P04145,Food Safety,Northeast,Bueng Kan,Jul,1998834,1459549,100,79,2308,4.73
P04146,NCD Prevention,Northeast,Bueng Kan,Jul,1937101,1740817,100,86,1166,4.73
P04147,Health Data,Northeast,Bueng Kan,Jul,1341115,1188557,100,86,1854,4.38
P04148,Health Promotion,Northeast,Bueng Kan,Jul,1189497,1045505,100,95,2758,4.32
P04149,Policy Development,Northeast,Bueng Kan,Jul,892385,817396,100,66,1741,4.73
P04150,Network Strengthening,Northeast,Bueng Kan,Jul,809759,724593,100,75,958,4.96
P04151,Community Health,Northeast,Bueng Kan,Aug,1867397,1641512,100,80,2717,4.28
P04152,Elderly Care,Northeast,Bueng Kan,Aug,1484699,1468523,100,76,1768,4.22
P04153,Mental Health,Northeast,Bueng Kan,Aug,823121,734285,100,100,2903,4.24
P04154,Healthy School,Northeast,Bueng Kan,Aug,1175226,1165094,100,76,2175,3.73
P04155,Food Safety,Northeast,Bueng Kan,Aug,1717745,1649749,100,81,1869,4.05
P04156,NCD Prevention,Northeast,Bueng Kan,Aug,961508,831610,100,98,2402,4.51
P04157,Health Data,Northeast,Bueng Kan,Aug,635864,474388,100,87,1554,3.82
P04158,Health Promotion,Northeast,Bueng Kan,Aug,1390633,1308119,100,94,2429,3.59
P04159,Policy Development,Northeast,Bueng Kan,Aug,1843298,1818180,100,84,596,4.56
P04160,Network Strengthening,Northeast,Bueng Kan,Aug,1375009,1274375,100,83,2998,4.82
P04161,Community Health,Northeast,Bueng Kan,Sep,1808889,1790832,100,80,1276,3.67
P04162,Elderly Care,Northeast,Bueng Kan,Sep,1831841,1664114,100,77,1380,4.63
P04163,Mental Health,Northeast,Bueng Kan,Sep,816528,771616,100,85,637,4.28
P04164,Healthy School,Northeast,Bueng Kan,Sep,660379,657051,100,83,1207,4.35
P04165,Food Safety,Northeast,Bueng Kan,Sep,1344755,1249846,100,74,1371,3.82
P04166,NCD Prevention,Northeast,Bueng Kan,Sep,1517382,1348949,100,61,2122,4.94
P04167,Health Data,Northeast,Bueng Kan,Sep,1396805,1004896,100,81,2018,4.21
P04168,Health Promotion,Northeast,Bueng Kan,Sep,1965693,1556407,100,66,1366,4.12
P04169,Policy Development,Northeast,Bueng Kan,Sep,1435895,1417592,100,68,618,4.29
P04170,Network Strengthening,Northeast,Bueng Kan,Sep,583674,457536,100,76,959,4.05
P04171,Community Health,Northeast,Bueng Kan,Oct,693438,543846,100,60,2879,4.71
P04172,Elderly Care,Northeast,Bueng Kan,Oct,1036948,1013843,100,93,1966,3.64
P04173,Mental Health,Northeast,Bueng Kan,Oct,584138,429902,100,71,985,4.83
P04174,Healthy School,Northeast,Bueng Kan,Oct,1442105,1037157,100,72,1202,4.89
P04175,Food Safety,Northeast,Bueng Kan,Oct,941212,827567,100,61,821,4.35
P04176,NCD Prevention,Northeast,Bueng Kan,Oct,1538337,1507807,100,83,1710,4.77
P04177,Health Data,Northeast,Bueng Kan,Oct,1304999,983051,100,73,2595,4.35
P04178,Health Promotion,Northeast,Bueng Kan,Oct,622963,558678,100,86,1455,4.09
P04179,Policy Development,Northeast,Bueng Kan,Oct,1141711,991451,100,91,1048,4.57
P04180,Network Strengthening,Northeast,Bueng Kan,Oct,1495023,1124288,100,79,2049,4.65
P04181,Community Health,Northeast,Bueng Kan,Nov,1019678,779951,100,93,980,4.4
P04182,Elderly Care,Northeast,Bueng Kan,Nov,1851075,1628838,100,89,1513,4.43
P04183,Mental Health,Northeast,Bueng Kan,Nov,1551820,1494348,100,90,2989,4.84
P04184,Healthy School,Northeast,Bueng Kan,Nov,1594820,1521660,100,63,2790,4.51
P04185,Food Safety,Northeast,Bueng Kan,Nov,1117997,832555,100,82,762,4.7
P04186,NCD Prevention,Northeast,Bueng Kan,Nov,1627879,1616497,100,70,1010,4.28
P04187,Health Data,Northeast,Bueng Kan,Nov,1472691,1149762,100,87,1321,3.93
P04188,Health Promotion,Northeast,Bueng Kan,Nov,1480244,1265461,100,94,1348,4.35
P04189,Policy Development,Northeast,Bueng Kan,Nov,994444,749640,100,70,2653,3.77
P04190,Network Strengthening,Northeast,Bueng Kan,Nov,771911,641917,100,76,2893,4.13
P04191,Community Health,Northeast,Bueng Kan,Dec,1166695,852294,100,85,277,4.95
P04192,Elderly Care,Northeast,Bueng Kan,Dec,1674029,1262866,100,60,2524,4.64
P04193,Mental Health,Northeast,Bueng Kan,Dec,1874073,1735795,100,72,1000,4.51
P04194,Healthy School,Northeast,Bueng Kan,Dec,1078518,952217,100,94,2957,4.88
P04195,Food Safety,Northeast,Bueng Kan,Dec,811876,785936,100,97,1547,3.93
P04196,NCD Prevention,Northeast,Bueng Kan,Dec,795578,636231,100,64,2319,4.26
P04197,Health Data,Northeast,Bueng Kan,Dec,1724619,1291872,100,78,1126,3.54
P04198,Health Promotion,Northeast,Bueng Kan,Dec,525749,420920,100,90,781,4.73
P04199,Policy Development,Northeast,Bueng Kan,Dec,1358680,1105191,100,99,2451,4.24
P04200,Network Strengthening,Northeast,Bueng Kan,Dec,1220990,1017342,100,69,1478,3.66
P04201,Community Health,Northeast,Loei,Jan,1624925,1463899,100,63,1154,4.28
P04202,Elderly Care,Northeast,Loei,Jan,1692530,1520502,100,64,1869,4.99
P04203,Mental Health,Northeast,Loei,Jan,1819368,1359770,100,83,1885,4.18
P04204,Healthy School,Northeast,Loei,Jan,896153,850454,100,78,1984,4.02
P04205,Food Safety,Northeast,Loei,Jan,1988303,1844270,100,84,296,4.57
P04206,NCD Prevention,Northeast,Loei,Jan,852685,801113,100,98,2865,4.16
P04207,Health Data,Northeast,Loei,Jan,1769189,1644588,100,69,1824,3.76
P04208,Health Promotion,Northeast,Loei,Jan,680181,499395,100,70,849,4.97
P04209,Policy Development,Northeast,Loei,Jan,1092452,879645,100,67,1963,3.83
P04210,Network Strengthening,Northeast,Loei,Jan,1122035,918963,100,95,2498,4.35
P04211,Community Health,Northeast,Loei,Feb,1844863,1325511,100,90,2704,4.35
P04212,Elderly Care,Northeast,Loei,Feb,920018,884752,100,74,915,4.8
P04213,Mental Health,Northeast,Loei,Feb,1101714,831492,100,96,758,4.77
P04214,Healthy School,Northeast,Loei,Feb,1697438,1581316,100,70,2010,4.03
P04215,Food Safety,Northeast,Loei,Feb,780096,557466,100,81,1655,4.61
P04216,NCD Prevention,Northeast,Loei,Feb,1922006,1386576,100,97,1764,3.86
P04217,Health Data,Northeast,Loei,Feb,1709622,1432294,100,69,2504,3.57
P04218,Health Promotion,Northeast,Loei,Feb,1658303,1610255,100,86,2415,3.82
P04219,Policy Development,Northeast,Loei,Feb,1340733,1228894,100,67,1345,3.61
P04220,Network Strengthening,Northeast,Loei,Feb,625205,602228,100,93,818,4.06
P04221,Community Health,Northeast,Loei,Mar,1201518,1041761,100,86,980,4.87
P04222,Elderly Care,Northeast,Loei,Mar,1610240,1218195,100,72,978,4.83
P04223,Mental Health,Northeast,Loei,Mar,1667749,1239179,100,77,2870,4.22
P04224,Healthy School,Northeast,Loei,Mar,1351416,1305230,100,61,2879,4.33
P04225,Food Safety,Northeast,Loei,Mar,1926430,1767001,100,62,376,4.12
P04226,NCD Prevention,Northeast,Loei,Mar,989452,903988,100,65,2720,3.51
P04227,Health Data,Northeast,Loei,Mar,1898388,1455550,100,97,2300,3.61
P04228,Health Promotion,Northeast,Loei,Mar,1978078,1926165,100,87,2244,4.38
P04229,Policy Development,Northeast,Loei,Mar,795825,760202,100,96,1307,4.3
P04230,Network Strengthening,Northeast,Loei,Mar,1921616,1721500,100,76,561,4.41
P04231,Community Health,Northeast,Loei,Apr,576896,438577,100,76,1522,4.12
P04232,Elderly Care,Northeast,Loei,Apr,590272,582490,100,89,2846,4.35
P04233,Mental Health,Northeast,Loei,Apr,1123991,904362,100,72,405,4.12
P04234,Healthy School,Northeast,Loei,Apr,1827357,1376374,100,79,1820,3.65
P04235,Food Safety,Northeast,Loei,Apr,1604667,1216772,100,69,1970,3.57
P04236,NCD Prevention,Northeast,Loei,Apr,1204962,952455,100,76,308,4.33
P04237,Health Data,Northeast,Loei,Apr,1272900,981279,100,77,214,3.84
P04238,Health Promotion,Northeast,Loei,Apr,1017670,979468,100,69,2089,3.7
P04239,Policy Development,Northeast,Loei,Apr,509309,422007,100,98,880,3.87
P04240,Network Strengthening,Northeast,Loei,Apr,1670514,1594224,100,93,1055,4.55
P04241,Community Health,Northeast,Loei,May,956188,877525,100,61,254,4.01
P04242,Elderly Care,Northeast,Loei,May,1734912,1692167,100,62,1028,4.67
P04243,Mental Health,Northeast,Loei,May,903947,840505,100,93,2234,4.1
P04244,Healthy School,Northeast,Loei,May,1569879,1107530,100,68,2535,4.05
P04245,Food Safety,Northeast,Loei,May,1288198,961428,100,70,825,3.67
P04246,NCD Prevention,Northeast,Loei,May,1527347,1269721,100,88,795,3.87
P04247,Health Data,Northeast,Loei,May,681268,564245,100,63,2722,3.98
P04248,Health Promotion,Northeast,Loei,May,1580611,1225951,100,70,2436,4.48
P04249,Policy Development,Northeast,Loei,May,581374,494188,100,80,1948,4.27
P04250,Network Strengthening,Northeast,Loei,May,1936650,1626865,100,69,319,4.45
P04251,Community Health,Northeast,Loei,Jun,1967051,1681028,100,84,249,4.27
P04252,Elderly Care,Northeast,Loei,Jun,1233916,986079,100,72,1252,3.98
P04253,Mental Health,Northeast,Loei,Jun,665744,488742,100,76,1741,4.69
P04254,Healthy School,Northeast,Loei,Jun,581990,452976,100,97,345,4.5
P04255,Food Safety,Northeast,Loei,Jun,841529,597425,100,85,170,3.68
P04256,NCD Prevention,Northeast,Loei,Jun,991579,759255,100,83,1049,4.79
P04257,Health Data,Northeast,Loei,Jun,1505914,1362143,100,74,1583,4.16
P04258,Health Promotion,Northeast,Loei,Jun,1455651,1452067,100,69,2229,4.32
P04259,Policy Development,Northeast,Loei,Jun,1738322,1352329,100,76,1895,4.56
P04260,Network Strengthening,Northeast,Loei,Jun,1454264,1231623,100,87,435,3.8
P04261,Community Health,Northeast,Loei,Jul,1942625,1644557,100,80,1879,4.39
P04262,Elderly Care,Northeast,Loei,Jul,1899637,1703201,100,78,2544,4.58
P04263,Mental Health,Northeast,Loei,Jul,870342,779090,100,80,1340,3.96
P04264,Healthy School,Northeast,Loei,Jul,675859,486909,100,63,2968,3.72
P04265,Food Safety,Northeast,Loei,Jul,1489739,1269704,100,75,2586,4.53
P04266,NCD Prevention,Northeast,Loei,Jul,1820553,1357681,100,91,2064,3.55
P04267,Health Data,Northeast,Loei,Jul,1629087,1252585,100,84,2784,3.51
P04268,Health Promotion,Northeast,Loei,Jul,866917,810726,100,93,1529,3.76
P04269,Policy Development,Northeast,Loei,Jul,1272652,994099,100,100,1220,4.1
P04270,Network Strengthening,Northeast,Loei,Jul,1913620,1813554,100,78,900,3.55
P04271,Community Health,Northeast,Loei,Aug,1542503,1217656,100,66,2869,3.51
P04272,Elderly Care,Northeast,Loei,Aug,1346939,1025935,100,81,1947,3.58
P04273,Mental Health,Northeast,Loei,Aug,738385,569164,100,71,3000,4.98
P04274,Healthy School,Northeast,Loei,Aug,748144,638341,100,82,2214,3.7
P04275,Food Safety,Northeast,Loei,Aug,1840639,1824432,100,77,344,3.96
P04276,NCD Prevention,Northeast,Loei,Aug,1593657,1521155,100,86,2087,3.63
P04277,Health Data,Northeast,Loei,Aug,819866,737455,100,94,405,4.0
P04278,Health Promotion,Northeast,Loei,Aug,1966542,1528795,100,90,2218,4.16
P04279,Policy Development,Northeast,Loei,Aug,936217,927889,100,90,957,4.29
P04280,Network Strengthening,Northeast,Loei,Aug,779137,773373,100,96,2280,4.78
P04281,Community Health,Northeast,Loei,Sep,1012591,881975,100,93,410,4.57
P04282,Elderly Care,Northeast,Loei,Sep,1632339,1431279,100,94,1191,4.7
P04283,Mental Health,Northeast,Loei,Sep,810903,686650,100,91,1192,3.84
P04284,Healthy School,Northeast,Loei,Sep,1000821,797376,100,65,1002,4.1
P04285,Food Safety,Northeast,Loei,Sep,1945806,1396053,100,98,1143,4.96
P04286,NCD Prevention,Northeast,Loei,Sep,1496151,1414617,100,84,474,3.82
P04287,Health Data,Northeast,Loei,Sep,1458978,1341344,100,68,1673,4.36
P04288,Health Promotion,Northeast,Loei,Sep,777911,635580,100,89,1166,4.49
P04289,Policy Development,Northeast,Loei,Sep,1890065,1526553,100,60,171,4.47
P04290,Network Strengthening,Northeast,Loei,Sep,1457255,1127127,100,80,1017,3.7
P04291,Community Health,Northeast,Loei,Oct,755968,615175,100,77,2301,4.36
P04292,Elderly Care,Northeast,Loei,Oct,1032534,853259,100,79,1369,3.99
P04293,Mental Health,Northeast,Loei,Oct,1445062,1371720,100,65,823,4.05
P04294,Healthy School,Northeast,Loei,Oct,913023,813403,100,65,2330,4.57
P04295,Food Safety,Northeast,Loei,Oct,1827910,1382375,100,63,1951,4.63
P04296,NCD Prevention,Northeast,Loei,Oct,1428390,1384290,100,79,2569,4.75
P04297,Health Data,Northeast,Loei,Oct,972796,700053,100,92,753,4.94
P04298,Health Promotion,Northeast,Loei,Oct,1664817,1375746,100,78,352,4.91
P04299,Policy Development,Northeast,Loei,Oct,1882522,1727170,100,80,2806,4.57
P04300,Network Strengthening,Northeast,Loei,Oct,1074758,1036040,100,100,2659,4.45
P04301,Community Health,Northeast,Loei,Nov,1741464,1724326,100,63,722,3.78
P04302,Elderly Care,Northeast,Loei,Nov,1416421,1173370,100,93,2913,4.86
P04303,Mental Health,Northeast,Loei,Nov,1798808,1767547,100,97,411,3.84
P04304,Healthy School,Northeast,Loei,Nov,985738,755409,100,87,909,4.84
P04305,Food Safety,Northeast,Loei,Nov,1530495,1202256,100,83,500,4.68
P04306,NCD Prevention,Northeast,Loei,Nov,1198680,965461,100,91,1656,4.38
P04307,Health Data,Northeast,Loei,Nov,1573889,1506125,100,66,291,3.51
P04308,Health Promotion,Northeast,Loei,Nov,911264,815733,100,73,1697,3.89
P04309,Policy Development,Northeast,Loei,Nov,1986237,1918476,100,82,2158,3.54
P04310,Network Strengthening,Northeast,Loei,Nov,1522463,1488750,100,73,736,4.48
P04311,Community Health,Northeast,Loei,Dec,783905,758834,100,72,2739,3.74
P04312,Elderly Care,Northeast,Loei,Dec,1349399,1216481,100,66,213,3.96
P04313,Mental Health,Northeast,Loei,Dec,1513420,1160930,100,71,2444,4.97
P04314,Healthy School,Northeast,Loei,Dec,1653011,1457425,100,88,2686,3.55
P04315,Food Safety,Northeast,Loei,Dec,1239617,1093368,100,60,2163,3.95
P04316,NCD Prevention,Northeast,Loei,Dec,1726950,1438834,100,70,510,3.89
P04317,Health Data,Northeast,Loei,Dec,877517,738197,100,69,2936,4.83
P04318,Health Promotion,Northeast,Loei,Dec,1625738,1484473,100,72,2348,4.87
P04319,Policy Development,Northeast,Loei,Dec,1381061,1335560,100,69,713,3.59
P04320,Network Strengthening,Northeast,Loei,Dec,1158588,1028341,100,94,2108,4.31
P04321,Community Health,Northeast,Nakhon Phanom,Jan,1572631,1139277,100,85,1154,3.72
P04322,Elderly Care,Northeast,Nakhon Phanom,Jan,1290631,927678,100,66,2071,3.83
P04323,Mental Health,Northeast,Nakhon Phanom,Jan,729022,681300,100,91,1092,4.87
P04324,Healthy School,Northeast,Nakhon Phanom,Jan,563935,497606,100,60,1651,3.99
P04325,Food Safety,Northeast,Nakhon Phanom,Jan,1665330,1315654,100,62,888,4.85
P04326,NCD Prevention,Northeast,Nakhon Phanom,Jan,737422,567147,100,66,2302,4.19
P04327,Health Data,Northeast,Nakhon Phanom,Jan,1113872,1062243,100,82,1800,4.58
P04328,Health Promotion,Northeast,Nakhon Phanom,Jan,1457196,1448939,100,80,2703,4.03
P04329,Policy Development,Northeast,Nakhon Phanom,Jan,982083,750469,100,89,1627,3.85
P04330,Network Strengthening,Northeast,Nakhon Phanom,Jan,728131,681240,100,70,1022,4.36
P04331,Community Health,Northeast,Nakhon Phanom,Feb,1950093,1788251,100,92,2523,4.4
P04332,Elderly Care,Northeast,Nakhon Phanom,Feb,1674161,1214038,100,89,2329,4.73
P04333,Mental Health,Northeast,Nakhon Phanom,Feb,1329422,1055478,100,90,2466,4.01
P04334,Healthy School,Northeast,Nakhon Phanom,Feb,1944109,1622109,100,99,936,4.96
P04335,Food Safety,Northeast,Nakhon Phanom,Feb,1538461,1128394,100,70,2140,4.22
P04336,NCD Prevention,Northeast,Nakhon Phanom,Feb,978858,860424,100,96,1545,3.77
P04337,Health Data,Northeast,Nakhon Phanom,Feb,1307719,1184055,100,91,2488,4.95
P04338,Health Promotion,Northeast,Nakhon Phanom,Feb,748219,536466,100,69,1758,4.54
P04339,Policy Development,Northeast,Nakhon Phanom,Feb,1911585,1762467,100,91,267,3.98
P04340,Network Strengthening,Northeast,Nakhon Phanom,Feb,736611,717541,100,72,2436,3.71
P04341,Community Health,Northeast,Nakhon Phanom,Mar,1408826,1369244,100,75,2857,4.34
P04342,Elderly Care,Northeast,Nakhon Phanom,Mar,1497631,1187802,100,98,1153,3.84
P04343,Mental Health,Northeast,Nakhon Phanom,Mar,1545742,1538834,100,87,1184,3.94
P04344,Healthy School,Northeast,Nakhon Phanom,Mar,964591,727607,100,70,764,4.14
P04345,Food Safety,Northeast,Nakhon Phanom,Mar,952275,853291,100,81,1403,3.6
P04346,NCD Prevention,Northeast,Nakhon Phanom,Mar,1116697,982186,100,80,2590,5.0
P04347,Health Data,Northeast,Nakhon Phanom,Mar,1799886,1272129,100,72,772,3.84
P04348,Health Promotion,Northeast,Nakhon Phanom,Mar,816702,797657,100,72,1870,4.5
P04349,Policy Development,Northeast,Nakhon Phanom,Mar,1095011,834465,100,73,563,4.85
P04350,Network Strengthening,Northeast,Nakhon Phanom,Mar,1910653,1857973,100,94,2848,4.39
P04351,Community Health,Northeast,Nakhon Phanom,Apr,864011,720577,100,64,1244,4.66
P04352,Elderly Care,Northeast,Nakhon Phanom,Apr,779706,750910,100,68,2569,4.76
P04353,Mental Health,Northeast,Nakhon Phanom,Apr,1004251,950330,100,66,2218,4.91
P04354,Healthy School,Northeast,Nakhon Phanom,Apr,1274294,1174183,100,79,900,4.14
P04355,Food Safety,Northeast,Nakhon Phanom,Apr,1606164,1243704,100,84,2353,4.96
P04356,NCD Prevention,Northeast,Nakhon Phanom,Apr,1700203,1613024,100,63,284,4.76
P04357,Health Data,Northeast,Nakhon Phanom,Apr,1054006,904709,100,85,2609,3.87
P04358,Health Promotion,Northeast,Nakhon Phanom,Apr,566834,545363,100,64,463,4.36
P04359,Policy Development,Northeast,Nakhon Phanom,Apr,1314250,1279048,100,76,2224,4.77
P04360,Network Strengthening,Northeast,Nakhon Phanom,Apr,1178964,1006368,100,61,684,3.97
P04361,Community Health,Northeast,Nakhon Phanom,May,903748,871894,100,67,760,3.78
P04362,Elderly Care,Northeast,Nakhon Phanom,May,920202,765199,100,94,2463,3.61
P04363,Mental Health,Northeast,Nakhon Phanom,May,1746447,1716012,100,74,2088,3.61
P04364,Healthy School,Northeast,Nakhon Phanom,May,1277613,1110272,100,66,1021,4.13
P04365,Food Safety,Northeast,Nakhon Phanom,May,506207,450484,100,65,2739,4.33
P04366,NCD Prevention,Northeast,Nakhon Phanom,May,751214,724489,100,92,2570,3.83
P04367,Health Data,Northeast,Nakhon Phanom,May,1525444,1148987,100,71,208,4.28
P04368,Health Promotion,Northeast,Nakhon Phanom,May,1220781,955844,100,61,2540,4.5
P04369,Policy Development,Northeast,Nakhon Phanom,May,1393780,1281423,100,77,356,4.08
P04370,Network Strengthening,Northeast,Nakhon Phanom,May,1085270,827399,100,74,243,4.96
P04371,Community Health,Northeast,Nakhon Phanom,Jun,887822,631549,100,100,2356,4.59
P04372,Elderly Care,Northeast,Nakhon Phanom,Jun,912199,845781,100,66,2494,4.26
P04373,Mental Health,Northeast,Nakhon Phanom,Jun,501733,448546,100,82,1649,3.86
P04374,Healthy School,Northeast,Nakhon Phanom,Jun,1210274,1099754,100,88,563,3.67
P04375,Food Safety,Northeast,Nakhon Phanom,Jun,1577373,1478295,100,70,1908,4.49
P04376,NCD Prevention,Northeast,Nakhon Phanom,Jun,962340,923429,100,66,2088,4.36
P04377,Health Data,Northeast,Nakhon Phanom,Jun,826483,643019,100,93,1476,4.82
P04378,Health Promotion,Northeast,Nakhon Phanom,Jun,510566,407530,100,69,1022,4.77
P04379,Policy Development,Northeast,Nakhon Phanom,Jun,1067354,944281,100,67,2189,4.14
P04380,Network Strengthening,Northeast,Nakhon Phanom,Jun,1526923,1211163,100,100,353,4.6
P04381,Community Health,Northeast,Nakhon Phanom,Jul,1827404,1406502,100,76,848,4.15
P04382,Elderly Care,Northeast,Nakhon Phanom,Jul,1636435,1442492,100,84,2067,3.59
P04383,Mental Health,Northeast,Nakhon Phanom,Jul,1635745,1523925,100,64,2577,4.91
P04384,Healthy School,Northeast,Nakhon Phanom,Jul,1402962,1331772,100,71,2878,4.72
P04385,Food Safety,Northeast,Nakhon Phanom,Jul,1668101,1247862,100,86,1032,3.6
P04386,NCD Prevention,Northeast,Nakhon Phanom,Jul,1795907,1533641,100,85,2713,4.73
P04387,Health Data,Northeast,Nakhon Phanom,Jul,1511975,1114886,100,78,624,4.22
P04388,Health Promotion,Northeast,Nakhon Phanom,Jul,1437657,1201241,100,68,783,4.63
P04389,Policy Development,Northeast,Nakhon Phanom,Jul,1527485,1436407,100,66,2145,3.95
